DATE,TWD,GBP,LKR,DKK,CAD,JPY,MYR,SEK,SGD,HKD,AUD,CHF,KRW,CNY,VEF,NZD,THB,EUR,NOK,INR,MXN,BRL,ZAR
2010-03-11,31.75,1.5052,113.95,5.4416,1.0262,90.6,3.317,7.1125,1.3977,7.759,0.915,1.0689,1133.43,6.8266,4.2893,0.6996,32.66,1.3674,5.8689,45.49,12.6125,1.7698,7.4366
2010-03-12,31.73,1.5188,113.94,5.4106,1.0187,90.46,3.305,7.0597,1.394,7.7574,0.9152,1.0599,1128.33,6.8254,4.2893,0.7006,32.54,1.3753,5.8342,45.48,12.5457,1.763,7.3848
2010-03-15,31.83,1.5043,114.0,5.4502,1.0216,90.45,3.3175,7.131,1.3981,7.7588,0.9117,1.0635,1134.5,6.8259,4.2893,0.6999,32.54,1.3652,5.8733,45.55,12.564,1.766,7.42
2010-03-16,31.81,1.5192,114.1,5.4077,1.0147,90.43,3.315,7.0615,1.3949,7.7606,0.9148,1.0556,1133.0,6.8257,4.2893,0.7073,32.42,1.3758,5.8227,45.45,12.5201,1.762,7.3675
2010-03-17,31.7,1.5296,114.08,5.4156,1.011,90.42,3.297,7.072,1.393,7.7608,0.9225,1.0551,1128.0,6.8259,4.2893,0.716,32.31,1.3739,5.8176,45.28,12.4825,1.7655,7.2378
2010-03-18,31.74,1.5247,114.0,5.4681,1.0139,90.46,3.305,7.1427,1.396,7.7608,0.9201,1.063,1131.5,6.8261,4.2893,0.7135,32.28,1.3603,5.8837,45.45,12.471,1.7895,7.305
2010-03-19,31.73,1.5014,114.0,5.4992,1.0153,90.5,3.304,7.1579,1.398,7.759,0.9164,1.0615,1133.58,6.8265,4.2893,0.7091,32.29,1.353,5.8902,45.31,12.56,1.7988,7.3396
2010-03-22,31.79,1.5071,114.1,5.4983,1.0193,90.02,3.32,7.2042,1.4025,7.7609,0.9154,1.058,1135.5,6.8266,4.2893,0.7054,32.33,1.3531,5.9517,45.52,12.6135,1.8022,7.338
2010-03-23,31.82,1.5067,114.0,5.4965,1.0176,90.24,3.318,7.1703,1.3999,7.7621,0.9186,1.0561,1136.8,6.8263,4.2893,0.7067,32.31,1.3535,5.9315,45.5,12.527,1.7815,7.329
2010-03-24,31.81,1.4914,114.0,5.5726,1.0268,91.89,3.315,7.2628,1.4055,7.7609,0.909,1.0692,1137.0,6.8266,4.2893,0.7023,32.35,1.3347,6.0249,45.4,12.537,1.7882,7.3455
2010-03-25,31.83,1.4884,114.08,5.5758,1.0188,92.69,3.3155,7.2201,1.4055,7.7609,0.9119,1.0697,1142.3,6.827,4.2893,0.7085,32.38,1.3344,6.0594,45.5,12.49,1.805,7.4445
2010-03-26,31.87,1.4906,114.08,5.554,1.0283,92.56,3.305,7.2525,1.4033,7.762,0.9042,1.0662,1138.0,6.8269,4.2893,0.7036,32.39,1.3398,6.0366,45.16,12.5407,1.8207,7.4445
2010-03-29,31.82,1.4969,114.08,5.527,1.0201,92.65,3.265,7.2511,1.3988,7.7635,0.9152,1.0634,1135.0,6.8264,4.2893,0.7088,32.34,1.3465,5.9797,44.94,12.4615,1.808,7.398
2010-03-30,31.78,1.509,114.0,5.552,1.0189,92.89,3.2672,7.2712,1.3997,7.7648,0.9183,1.0671,1131.0,6.8258,4.2893,0.7094,32.33,1.3409,5.9949,45.06,12.4125,1.797,7.39
2010-03-31,31.73,1.5186,114.0,5.5033,1.0156,93.4,3.2567,7.2028,1.3986,7.7647,0.9169,1.0528,1131.2,6.8258,4.2893,0.7098,32.36,1.3526,5.9387,44.95,12.3005,1.7821,7.33
2010-04-01,31.74,1.529,113.8,5.4876,1.0073,93.83,3.256,7.1672,1.3965,7.7671,0.9212,1.0559,1126.3,6.8263,4.2893,0.7079,32.33,1.3569,5.9145,44.79,12.2995,1.7659,7.26
2010-04-02,31.74,1.5197,113.8,5.5191,1.011,94.51,3.246,7.191,1.3985,7.7672,0.9187,1.0632,1125.9,6.8255,4.2893,0.706,32.34,1.3487,5.9435,44.74,12.2873,1.764,7.24
2010-04-05,31.7,1.5284,113.75,5.5187,1.0025,94.28,3.22,7.1714,1.3971,7.7659,0.921,1.0619,1122.8,6.8256,4.2893,0.7048,32.38,1.3486,5.9393,44.39,12.2725,1.7585,7.2375
2010-04-06,31.67,1.523,113.8,5.564,1.0001,93.81,3.2115,7.2249,1.3966,7.7652,0.9254,1.0704,1123.9,6.825,4.2893,0.701,32.37,1.3378,5.9827,44.41,12.2444,1.7593,7.265
2010-04-07,31.58,1.5246,113.75,5.5699,1.0028,93.59,3.207,7.232,1.3946,7.7614,0.9287,1.0716,1120.0,6.8254,4.2893,0.7079,32.36,1.3364,5.9648,44.44,12.229,1.7635,7.2705
2010-04-08,31.6,1.5272,113.85,5.5694,1.0019,93.16,3.197,7.237,1.3941,7.758,0.9283,1.0723,1123.0,6.824,4.2893,0.7068,32.27,1.336,5.952,44.41,12.2355,1.778,7.2675
2010-04-09,31.53,1.5371,113.85,5.5251,1.0055,93.28,3.185,7.211,1.389,7.7565,0.9326,1.0672,1117.0,6.8229,4.2893,0.716,32.2,1.3468,5.9138,44.1,12.188,1.7709,7.253
2010-04-12,31.52,1.5368,113.75,5.4779,1.0015,93.21,3.21,7.1872,1.3902,7.758,0.9297,1.0598,1114.0,6.8252,4.2893,0.7134,32.36,1.3587,5.8851,44.41,12.1685,1.7575,7.2623
2010-04-13,31.557,1.5416,113.71,5.4757,1.0029,92.78,3.221,7.1656,1.3922,7.7607,0.9274,1.0573,1123.7,6.8255,4.2893,0.7132,32.33,1.3592,5.8777,44.4675,12.1876,1.7583,7.2744
2010-04-14,31.38,1.5484,113.75,5.4448,0.996,93.01,3.199,7.1175,1.3732,7.7605,0.9359,1.0512,1111.5,6.8258,4.2893,0.7148,32.22,1.3666,5.8451,44.2,12.1901,1.7445,7.3001
2010-04-15,31.35,1.5465,113.8,5.4965,1.0013,93.04,3.195,7.1539,1.3744,7.7608,0.9322,1.0595,1107.0,6.826,4.2893,0.7107,32.22,1.354,5.8708,44.32,12.198,1.7428,7.3406
2010-04-16,31.35,1.5395,113.95,5.5184,1.0145,92.03,3.19,7.1909,1.3746,7.7621,0.9252,1.0624,1110.0,6.8253,4.2893,0.7079,32.22,1.3487,5.9032,44.3,12.2698,1.761,7.4043
2010-04-19,31.48,1.5263,113.9,5.5294,1.0199,92.18,3.216,7.1902,1.3795,7.7611,0.9185,1.065,1118.1,6.8262,4.2893,0.707,32.23,1.3458,5.9309,44.72,12.3347,1.7622,7.4875
2010-04-20,31.39,1.5375,113.85,5.5332,0.9984,93.28,3.2045,7.1465,1.3749,7.7634,0.9312,1.0673,1117.8,6.8253,4.2893,0.7116,32.16,1.3446,5.9022,44.5,12.222,1.7509,7.3925
2010-04-21,31.38,1.5397,113.9,5.5593,0.9983,93.24,3.198,7.1848,1.3723,7.7636,0.9278,1.0708,1107.6,6.8275,4.2893,0.7091,32.17,1.3383,5.9045,44.54,12.1797,1.7497,7.3938
2010-04-22,31.42,1.5368,113.85,5.596,1.0014,93.01,3.1965,7.2422,1.3733,7.7626,0.9246,1.0778,1108.2,6.8263,4.2893,0.7094,32.26,1.3298,5.9314,44.52,12.2636,1.769,7.5073
2010-04-23,31.38,1.5363,113.85,5.5688,1.0026,94.18,3.19,7.1778,1.371,7.7628,0.9229,1.0743,1108.5,6.827,4.2893,0.7146,32.19,1.336,5.8943,44.42,12.2016,1.7633,7.446
2010-04-26,31.31,1.5466,113.92,5.5792,1.0009,94.06,3.181,7.168,1.3679,7.7629,0.9273,1.0753,1104.0,6.8266,4.2893,0.7238,32.2,1.3336,5.8781,44.33,12.1556,1.745,7.339
2010-04-27,31.34,1.5285,113.8,5.6248,1.0169,93.01,3.185,7.2664,1.3722,7.7639,0.917,1.0837,1110.0,6.8256,4.2893,0.711,32.22,1.323,5.9305,44.41,12.2684,1.7652,7.44
2010-04-28,31.46,1.516,113.8,5.6659,1.0125,94.07,3.215,7.342,1.3763,7.7675,0.922,1.091,1118.0,6.8245,4.2893,0.7167,32.31,1.313,5.989,44.54,12.4135,1.7622,7.485
2010-04-29,31.3,1.5303,113.9,5.62,1.0052,94.16,3.19,7.2528,1.3683,7.7645,0.9277,1.0824,1114.8,6.8259,4.2893,0.723,32.24,1.3243,5.9175,44.61,12.2335,1.7305,7.36
2010-04-30,31.31,1.5308,113.9,5.5952,1.0112,94.24,3.184,7.2359,1.3701,7.7637,0.9306,1.0767,1108.0,6.8247,4.2893,0.732,32.33,1.3302,5.9005,44.2,12.2281,1.727,7.3515
2010-05-03,31.4,1.5242,113.65,5.6452,1.0134,94.68,3.205,7.2807,1.3717,7.7626,0.9255,1.0868,1118.4,6.8245,4.2893,0.7307,32.33,1.3183,5.9418,44.46,12.2656,1.736,7.423
2010-05-04,31.42,1.5135,113.52,5.709,1.0215,94.58,3.2125,7.385,1.3783,7.7644,0.9125,1.0987,1115.0,6.826,4.2893,0.7232,32.28,1.3037,6.0126,44.62,12.4165,1.7515,7.548
2010-05-05,31.54,1.5134,113.6,5.7734,1.0264,94.3,3.228,7.4891,1.3915,7.7666,0.9095,1.1118,1115.0,6.8263,4.2893,0.7181,32.35,1.289,6.035,44.82,12.627,1.7819,7.6265
2010-05-06,31.67,1.4889,113.62,5.8657,1.0437,92.22,3.261,7.6822,1.3975,7.7725,0.8939,1.1092,1140.9,6.8265,4.2893,0.7143,32.33,1.2689,6.1746,45.29,12.8531,1.8365,7.768
2010-05-07,31.77,1.4739,113.7,5.8508,1.0423,91.67,3.268,7.6913,1.3951,7.779,0.889,1.1085,1155.3,6.8254,4.2893,0.715,32.26,1.2721,6.2653,45.4,12.8328,1.836,7.6353
2010-05-10,31.56,1.498,113.63,5.7863,1.0245,93.39,3.198,7.4981,1.3804,7.7795,0.9016,1.1069,1131.8,6.8263,4.2893,0.7221,32.26,1.2861,6.1278,44.84,12.5125,1.7783,7.4777
2010-05-11,31.64,1.4952,113.65,5.8527,1.0193,92.83,3.208,7.5814,1.3808,7.7795,0.899,1.1059,1133.75,6.8285,4.2893,0.7208,32.3,1.2715,6.155,45.1,12.5025,1.7764,7.535
2010-05-12,31.66,1.4855,113.65,5.8853,1.0197,92.93,3.206,7.5594,1.38,7.7813,0.8926,1.1101,1144.02,6.827,4.2893,0.7134,32.28,1.2642,6.1464,45.08,12.4381,1.7734,7.4935
2010-05-13,31.64,1.4659,113.6,5.9185,1.0148,92.7,3.186,7.602,1.3813,7.7813,0.8998,1.1146,1129.2,6.8278,4.2893,0.7176,32.35,1.2568,6.1781,45.0,12.358,1.7721,7.474
2010-05-14,31.78,1.4557,113.65,6.0026,1.0343,91.94,3.19,7.7468,1.3868,7.7822,0.8886,1.1304,1130.0,6.8263,4.2893,0.7113,32.35,1.239,6.2365,45.2,12.582,1.8035,7.5524
2010-05-17,31.85,1.4388,113.7,6.0486,1.04,92.08,3.225,7.8035,1.3932,7.8018,0.8735,1.1392,1152.75,6.8274,4.2893,0.694,32.34,1.2299,6.2783,45.51,12.7223,1.8204,7.5941
2010-05-18,31.83,1.4439,113.7,6.0204,1.0329,92.52,3.211,7.745,1.3883,7.7969,0.8727,1.1342,1146.0,6.8273,4.2893,0.6979,32.3,1.2358,6.2837,45.51,12.597,1.798,7.5901
2010-05-19,32.04,1.4349,113.65,6.0411,1.051,91.16,3.25,7.8712,1.3997,7.7998,0.838,1.1564,1163.9,6.8269,4.2893,0.6707,32.35,1.2317,6.4329,46.27,12.9305,1.8498,7.857
2010-05-20,32.1,1.4344,113.75,6.0161,1.0656,90.07,3.273,7.9583,1.41,7.8021,0.825,1.15,1193.5,6.8277,4.2893,0.6699,32.35,1.237,6.5339,46.8,13.1207,1.8885,7.9799
2010-05-21,32.15,1.4466,113.78,5.9195,1.0564,90.21,3.315,7.7984,1.408,7.803,0.8302,1.1485,1193.0,6.8262,4.2893,0.6803,32.36,1.2575,6.4497,46.9,12.9701,1.8499,7.8535
2010-05-24,32.1,1.4437,113.75,5.9984,1.0587,90.49,3.318,7.8262,1.4055,7.8006,0.8324,1.1561,1213.65,6.8286,4.2893,0.6752,32.42,1.2406,6.4707,46.97,12.9524,1.852,7.825
2010-05-25,32.33,1.4352,113.75,6.0593,1.0776,89.89,3.365,7.9904,1.4187,7.8008,0.8172,1.1593,1250.0,6.831,4.2893,0.6657,32.54,1.2279,6.6258,47.49,13.1398,1.8785,7.93
2010-05-26,32.18,1.4401,113.9,6.0861,1.0647,90.28,3.315,7.9419,1.4078,7.7849,0.8291,1.1602,1253.2,6.8292,4.2893,0.6664,32.48,1.2224,6.5359,47.1,12.987,1.856,7.7149
2010-05-27,32.03,1.4569,113.9,6.012,1.0491,90.71,3.292,7.8392,1.4019,7.789,0.8467,1.15,1222.95,6.8296,4.2893,0.6819,32.52,1.237,6.424,46.71,12.8532,1.8274,7.6
2010-05-28,32.0,1.4492,113.9,6.0145,1.0497,90.81,3.292,7.7942,1.404,7.785,0.8491,1.1534,1194.5,6.8305,4.2893,0.6798,32.55,1.2369,6.4367,46.31,12.8633,1.817,7.5517
2010-06-01,32.33,1.4673,113.75,6.0651,1.0476,91.16,3.31,7.8104,1.409,7.7912,0.8396,1.1548,1216.0,6.8275,4.2893,0.6813,32.58,1.2266,6.449,47.08,12.9195,1.8235,7.6718
2010-06-02,32.18,1.4641,113.55,6.0958,1.0404,92.21,3.292,7.826,1.4092,7.7935,0.8355,1.1575,1216.5,6.8296,4.2893,0.6787,32.59,1.2206,6.5011,46.89,12.8388,1.8287,7.6365
2010-06-03,32.16,1.4616,113.65,6.1024,1.0413,92.33,3.263,7.8258,1.4054,7.7906,0.842,1.154,1198.5,6.8283,4.2893,0.6824,32.55,1.2193,6.4565,46.55,12.7534,1.817,7.678
2010-06-04,32.25,1.4493,113.55,6.1999,1.0516,91.83,3.274,7.9977,1.4117,7.7919,0.8279,1.1614,1201.5,6.8268,4.2893,0.6728,32.62,1.1998,6.5816,46.85,12.8825,1.842,7.7753
2010-06-07,32.42,1.4498,113.65,6.2188,1.0537,92.0,3.33,8.0593,1.4146,7.8018,0.8192,1.1613,1235.61,6.8322,4.2893,0.664,32.63,1.1959,6.67,47.08,12.8934,1.8651,7.7955
2010-06-08,32.43,1.4422,113.65,6.2,1.0517,91.3,3.325,8.0499,1.4156,7.804,0.8232,1.151,1233.99,6.8294,4.2893,0.6652,32.6,1.1995,6.6539,46.82,12.906,1.8608,7.7427
2010-06-09,32.4,1.4585,113.55,6.176,1.0395,91.54,3.317,7.9652,1.411,7.8013,0.8337,1.1455,1247.3,6.8285,4.2893,0.6725,32.57,1.2045,6.568,46.95,12.8002,1.838,7.7603
2010-06-10,32.38,1.4674,113.6,6.1413,1.0336,91.04,3.3,7.8925,1.4037,7.7903,0.8469,1.1418,1250.4,6.8305,4.2893,0.685,32.48,1.2111,6.4965,46.89,12.7335,1.814,7.7
2010-06-11,32.4,1.4545,113.48,6.1571,1.0329,91.72,3.281,7.9337,1.403,7.7935,0.8493,1.1521,1245.9,6.832,4.2893,0.689,32.44,1.2077,6.4787,46.76,12.6755,1.8045,7.71
2010-06-14,32.2,1.477,113.52,6.0562,1.0251,91.8,3.246,7.8139,1.3935,7.792,0.8634,1.1378,1221.2,6.8323,4.2893,0.7001,32.39,1.2277,6.391,46.4,12.5962,1.8017,7.652
2010-06-15,32.28,1.4827,113.52,6.0318,1.0287,91.25,3.267,7.7515,1.394,7.7917,0.8616,1.131,1229.0,6.8323,4.2893,0.6965,32.4,1.2327,6.3658,46.41,12.5777,1.7902,7.5742
2010-06-16,32.22,1.4838,113.4,6.036,1.0236,91.39,3.256,7.787,1.3939,7.7909,0.8648,1.1267,1211.0,6.8323,4.2893,0.6991,32.38,1.2323,6.3892,46.43,12.5858,1.7854,7.571
2010-06-17,32.22,1.4806,113.5,6.0145,1.0283,90.92,3.265,7.7483,1.392,7.7859,0.8648,1.1137,1212.8,6.829,4.2893,0.7023,32.38,1.2365,6.3749,46.22,12.5842,1.7819,7.5815
2010-06-18,32.12,1.4787,113.5,6.0173,1.0237,90.79,3.25,7.7205,1.3845,7.7823,0.8699,1.1107,1202.55,6.8267,4.2893,0.7052,32.38,1.236,6.3778,45.96,12.543,1.7723,7.5376
2010-06-21,31.74,1.4826,113.45,6.0077,1.0197,91.18,3.187,7.6742,1.3743,7.769,0.8818,1.108,1173.6,6.7968,4.2893,0.7127,32.27,1.2385,6.3599,45.64,12.4555,1.7624,7.482
2010-06-22,32.08,1.485,113.55,6.0482,1.0201,90.59,3.205,7.7452,1.3812,7.7778,0.8791,1.1047,1182.95,6.8127,4.2893,0.7087,32.31,1.2303,6.4503,46.0,12.5179,1.767,7.52
2010-06-23,31.988,1.4952,113.61,6.0439,1.039,89.82,3.23,7.7626,1.3866,7.7767,0.8739,1.1053,1187.1,6.8124,4.2893,0.7136,32.34,1.231,6.4871,46.185,12.6452,1.787,7.5275
2010-06-24,32.026,1.4986,113.6,6.0566,1.0429,89.4,3.237,7.7872,1.3926,7.7789,0.8671,1.1048,1188.9,6.8001,4.2893,0.7057,32.38,1.2288,6.4993,46.4775,12.7033,1.7915,7.6402
2010-06-25,32.07,1.4985,113.6,6.0358,1.0369,89.35,3.247,7.74,1.3891,7.7785,0.8682,1.0937,1215.1,6.7911,4.2893,0.7099,32.37,1.2332,6.4596,46.36,12.6967,1.782,7.6262
2010-06-28,32.04,1.5098,113.6,6.0445,1.0337,89.23,3.222,7.7315,1.386,7.7838,0.8738,1.086,1202.85,6.796,4.2893,0.7089,32.35,1.2316,6.4162,46.2,12.6482,1.7773,7.5419
2010-06-29,32.17,1.5081,113.5,6.1116,1.0531,88.39,3.252,7.7994,1.4012,7.7837,0.8525,1.081,1216.85,6.7977,4.2893,0.6942,32.4,1.2187,6.4937,46.4,12.8375,1.806,7.6347
2010-06-30,32.27,1.4947,113.55,6.0598,1.0606,88.49,3.236,7.7521,1.3961,7.7865,0.848,1.0774,1220.85,6.7815,4.2893,0.6901,32.4,1.2291,6.4824,46.41,12.8306,1.7941,7.6252
2010-07-01,32.19,1.5126,113.45,5.9764,1.0622,87.42,3.238,7.7202,1.395,7.7953,0.838,1.0675,1227.0,6.7807,4.2893,0.6867,32.36,1.2464,6.4793,46.59,13.035,1.801,7.7501
2010-07-02,32.21,1.5179,113.35,5.9243,1.0647,87.69,3.2225,7.6214,1.3945,7.7962,0.8432,1.0635,1228.5,6.7709,4.2893,0.6899,32.38,1.2577,6.4361,46.55,13.081,1.7765,7.7165
2010-07-06,32.18,1.518,113.4,5.8924,1.0497,87.55,3.203,7.5776,1.3856,7.7872,0.8555,1.0587,1222.0,6.7801,4.2893,0.6972,32.42,1.2646,6.3511,46.76,12.9323,1.7628,7.621
2010-07-07,32.16,1.5179,113.35,5.9184,1.0525,87.16,3.22,7.6153,1.387,7.7897,0.8568,1.0545,1221.55,6.777,4.2893,0.6976,32.46,1.2594,6.4179,46.96,12.8955,1.7706,7.6302
2010-07-08,32.103,1.5157,113.43,5.877,1.041,88.44,3.2035,7.5235,1.3797,7.7883,0.8767,1.0502,1209.4,6.7763,4.2947,0.7085,32.43,1.2683,6.3616,46.865,12.7821,1.7595,7.5521
2010-07-09,32.05,1.5095,113.4,5.8979,1.0328,88.48,3.193,7.478,1.3802,7.7736,0.8753,1.0577,1197.5,6.772,4.2893,0.7088,32.32,1.2639,6.3429,46.66,12.7823,1.7587,7.58
2010-07-12,32.08,1.5016,113.15,5.9279,1.0377,88.53,3.202,7.5093,1.3831,7.771,0.8733,1.0621,1203.35,6.7709,4.2893,0.7095,32.34,1.2573,6.3599,46.66,12.8279,1.7648,7.6241
2010-07-13,32.13,1.5175,113.05,5.8629,1.0281,88.24,3.2025,7.406,1.3755,7.7732,0.8821,1.0524,1212.5,6.772,4.2893,0.7195,32.35,1.2719,6.2543,46.74,12.7071,1.751,7.5302
2010-07-14,32.11,1.5284,112.95,5.8415,1.0304,88.59,3.197,7.3612,1.3732,7.7699,0.8854,1.0556,1201.55,6.7714,4.2893,0.7244,32.29,1.2755,6.2244,46.71,12.6961,1.7603,7.5151
2010-07-15,32.11,1.5376,112.85,5.779,1.0401,87.41,3.2,7.3102,1.3751,7.7694,0.8781,1.0421,1201.5,6.7774,4.2893,0.7226,32.23,1.2893,6.1964,46.5,12.7656,1.7715,7.5616
2010-07-16,32.08,1.5289,112.7,5.7648,1.0536,86.4,3.2045,7.3499,1.3768,7.7758,0.8707,1.0522,1202.5,6.775,4.2893,0.7112,32.22,1.2919,6.2631,46.7,12.9256,1.7858,7.6052
2010-07-19,32.14,1.5222,112.7,5.7482,1.0557,86.77,3.223,7.345,1.3769,7.7748,0.8692,1.0524,1216.0,6.778,4.2893,0.7065,32.27,1.2963,6.2972,47.1,12.9111,1.7857,7.6602
2010-07-20,32.16,1.5255,112.8,5.7742,1.0526,87.22,3.21,7.3704,1.3745,7.7736,0.8788,1.0481,1206.4,6.7781,4.2893,0.7123,32.27,1.2905,6.2888,47.23,12.8451,1.7789,7.583
2010-07-21,32.14,1.5201,112.75,5.812,1.0422,87.3,3.215,7.3669,1.3753,7.7739,0.8824,1.052,1203.5,6.7769,4.2893,0.7177,32.29,1.2818,6.25,47.08,12.7785,1.7735,7.5303
2010-07-22,32.1,1.5283,112.72,5.7758,1.0373,87.0,3.204,7.3131,1.373,7.7739,0.892,1.0403,1202.95,6.7795,4.2893,0.7239,32.24,1.2903,6.1778,47.12,12.752,1.7639,7.4424
2010-07-23,32.09,1.5425,112.72,5.7924,1.0376,87.31,3.195,7.3471,1.3709,7.7667,0.8946,1.0529,1198.5,6.7803,4.2893,0.7286,32.19,1.2874,6.197,46.9,12.7666,1.7618,7.4321
2010-07-26,32.06,1.549,112.8,5.7389,1.0312,87.2,3.195,7.2821,1.3611,7.766,0.8998,1.048,1191.0,6.7788,4.2893,0.7321,32.18,1.2983,6.1611,47.04,12.6958,1.768,7.337
2010-07-27,31.98,1.5538,112.76,5.7383,1.0357,87.88,3.182,7.2998,1.3623,7.7651,0.9017,1.0622,1181.95,6.7781,4.2893,0.7329,32.16,1.2983,6.1599,46.25,12.6525,1.764,7.32
2010-07-28,32.0,1.5611,112.5,5.731,1.0356,87.62,3.193,7.2946,1.366,7.7657,0.8929,1.0578,1185.0,6.778,4.2893,0.7273,32.23,1.2998,6.1526,46.7,12.677,1.7623,7.331
2010-07-29,31.94,1.5591,112.52,5.7024,1.0368,86.87,3.189,7.249,1.3629,7.7656,0.8981,1.0412,1185.35,6.776,4.2893,0.722,32.21,1.3064,6.1121,46.53,12.7278,1.7678,7.3319
2010-07-30,31.95,1.5714,112.75,5.701,1.0293,86.43,3.1825,7.1972,1.3595,7.7672,0.9051,1.041,1182.0,6.7735,4.2893,0.7261,32.24,1.3069,6.0455,46.35,12.6421,1.7585,7.2915
2010-08-02,31.76,1.5897,112.45,5.6548,1.0227,86.42,3.1595,7.0986,1.3506,7.7638,0.9135,1.0379,1172.5,6.774,4.2893,0.7339,32.19,1.3174,5.9625,46.09,12.5771,1.746,7.2762
2010-08-03,31.75,1.5941,112.3,5.628,1.0219,85.88,3.157,7.086,1.349,7.7605,0.915,1.0384,1167.2,6.7728,4.2893,0.735,32.16,1.3239,5.954,46.11,12.582,1.7568,7.2821
2010-08-04,31.79,1.5887,112.3,5.6633,1.0184,86.26,3.167,7.1408,1.3521,7.7636,0.916,1.0514,1167.25,6.772,4.2893,0.7348,32.13,1.3158,5.9941,46.02,12.546,1.7582,7.2642
2010-08-05,31.76,1.586,112.3,5.6632,1.0154,85.83,3.156,7.1369,1.3528,7.7637,0.9131,1.0475,1166.0,6.7705,4.2893,0.7269,32.05,1.3157,6.0027,46.06,12.5441,1.7565,7.2497
2010-08-06,31.7,1.5979,112.3,5.6094,1.0272,85.25,3.148,7.0805,1.3475,7.7629,0.9165,1.0365,1161.0,6.768,4.2893,0.7295,31.99,1.3282,5.9549,45.94,12.6667,1.7585,7.2425
2010-08-09,31.65,1.5945,112.25,5.6273,1.0266,85.88,3.14,7.0959,1.3477,7.7613,0.917,1.0457,1160.0,6.767,4.2893,0.7298,31.93,1.3241,5.9617,46.07,12.6305,1.754,7.1804
2010-08-10,31.75,1.5776,112.35,5.6891,1.0347,85.88,3.1555,7.1944,1.356,7.7638,0.9086,1.0575,1168.6,6.772,4.2893,0.7204,31.95,1.3095,6.0528,46.3,12.69,1.7613,7.213
2010-08-11,31.8,1.5688,112.3,5.7748,1.0455,85.36,3.17,7.3475,1.3645,7.7662,0.9006,1.0584,1182.0,6.7745,4.2893,0.7175,31.91,1.2899,6.1636,46.66,12.7314,1.767,7.2766
2010-08-12,31.92,1.5573,112.3,5.7906,1.0433,85.83,3.1825,7.3736,1.3608,7.7679,0.8964,1.0485,1185.9,6.7843,4.2893,0.7098,31.89,1.2866,6.158,46.7,12.717,1.7685,7.277
2010-08-13,31.9,1.558,112.3,5.8357,1.04,86.2,3.166,7.4364,1.3625,7.7723,0.8955,1.0526,1183.7,6.7957,4.2893,0.708,31.88,1.2767,6.205,46.61,12.7225,1.7718,7.31
2010-08-16,31.92,1.5679,112.4,5.8011,1.0429,85.33,3.18,7.3583,1.3612,7.7723,0.8976,1.0378,1186.9,6.8038,4.2893,0.7086,31.79,1.2838,6.1458,46.68,12.6533,1.758,7.265
2010-08-17,31.86,1.5586,112.35,5.7785,1.0311,85.51,3.1548,7.312,1.3528,7.7699,0.9067,1.0434,1176.0,6.792,4.2893,0.7144,31.72,1.289,6.13,46.6,12.5833,1.7513,7.254
2010-08-18,31.85,1.5619,112.4,5.786,1.0286,85.31,3.143,7.338,1.3489,7.7691,0.8995,1.0404,1174.0,6.7911,4.2893,0.7159,31.59,1.2872,6.1528,46.54,12.5975,1.7513,7.2539
2010-08-19,31.89,1.5612,112.35,5.8043,1.0397,85.27,3.1298,7.3777,1.3545,7.7697,0.8928,1.031,1172.15,6.7897,4.2983,0.7071,31.54,1.2837,6.1745,46.35,12.731,1.7626,7.287
2010-08-20,31.92,1.5515,112.25,5.873,1.0499,85.63,3.1408,7.4316,1.3583,7.7759,0.8881,1.0372,1183.2,6.79,4.2893,0.7025,31.52,1.2687,6.2542,45.7,12.7705,1.7615,7.3325
2010-08-23,31.9,1.5532,112.4,5.883,1.0512,85.16,3.1308,7.4046,1.357,7.7747,0.893,1.0391,1181.6,6.7995,4.2893,0.708,31.45,1.2663,6.2421,46.5,12.8751,1.764,7.3406
2010-08-24,31.98,1.5471,112.4,5.8754,1.0563,84.16,3.1418,7.449,1.3591,7.7769,0.8862,1.0307,1191.0,6.7966,4.2893,0.7069,31.51,1.2675,6.2868,46.86,12.9184,1.7622,7.3492
2010-08-25,32.02,1.546,112.53,5.8849,1.064,84.56,3.1458,7.465,1.3607,7.777,0.8807,1.0273,1196.15,6.7995,4.2893,0.698,31.47,1.2652,6.3464,46.87,13.0291,1.768,7.3494
2010-08-26,32.0,1.5574,112.55,5.8547,1.0545,84.61,3.1388,7.4013,1.355,7.778,0.8881,1.0253,1190.1,6.7998,4.2893,0.7043,31.34,1.2717,6.2925,46.78,12.9753,1.759,7.312
2010-08-27,31.98,1.5528,112.6,5.8339,1.0547,85.1,3.1383,7.3454,1.3528,7.7788,0.8979,1.0268,1195.1,6.7977,4.2893,0.7106,31.22,1.2765,6.2452,46.8,13.0008,1.7493,7.307
2010-08-30,32.02,1.5473,112.65,5.8696,1.0561,84.67,3.1398,7.3908,1.354,7.7787,0.894,1.0244,1191.0,6.8029,4.2893,0.7089,31.28,1.2686,6.2912,46.87,13.1436,1.757,7.3355
2010-08-31,32.01,1.5358,112.7,5.858,1.064,84.1,3.149,7.369,1.3546,7.7781,0.891,1.015,1198.0,6.8069,4.2893,0.6995,31.27,1.2704,6.2877,47.02,13.1671,1.7529,7.3725
